1.701900000000000079e-01,4.202983240000000321e-03,2.253508879999999992e-01,6.277625050000000539e-02,2.253669500000000103e-01,3.009073469999999986e-02,2.253317559999999942e-01,6.777566949999999646e-02,4.388540009999999825e+00,3.566092370000000129e-03,4.038848230000000039e-01,2.761358150000000136e-02,1.444901659999999977e+00
3.966339999999999866e-01,1.875437039999999889e-05,2.124279970000000073e-01,4.105957999999999830e-04,3.322122789999999992e-01,1.963000589999999990e-01,5.173251519999999548e-01,8.360157380000000221e-03,3.666682390000000069e-01,2.951020219999999847e-02,1.371718269999999906e+00,4.659289820000000036e-07,3.757680249999999796e+04
2.862319999999999864e-01,7.458438159999999928e-02,8.811514240000000164e-01,7.153822499999999696e-02,4.591429040000000183e-02,1.453152289999999902e-01,8.813017140000000138e-01,1.121257689999999974e+00,1.884836650000000091e+01,2.517365250000000009e-03,1.591899950000000008e-01,3.584349709999999911e-01,6.123709999999999987e+00
1.954420000000000046e-01,6.116428969999999909e-02,9.901821319999999649e-02,1.257550339999999878e-01,9.902724120000000463e-02,2.008315479999999986e-01,1.873925089999999960e+00,7.872428759999999803e-01,9.327949289999999394e+00,1.588478499999999892e-03,8.919002360000000129e-02,2.739620309999999948e-01,3.206876579999999866e+00
1.469890000000000085e-01,1.257160659999999874e-01,1.482588300000000081e-01,1.733144520000000077e-01,1.482572159999999972e-01,1.847748110000000110e-01,3.342273109999999825e+00,1.952502210000000016e-01,1.973394630000000038e+00,5.296420750000000455e-01,5.700355530000000392e+00,1.082304999999999986e-03,5.648572369999999704e-02
1.024400000000000033e-01,2.120807670000000034e-01,2.086054169999999874e-01,1.998118650000000052e-01,2.086101860000000030e-01,1.682543850000000063e-01,5.578707729999999643e+00,1.420483600000000124e-01,1.333118870000000067e+00,3.638306720000000216e-01,3.808002629999999833e+00,8.350120440000000348e-04,4.039826199999999728e-02
6.024899999999999700e-02,5.330155540000000025e-01,2.909525150000000226e-01,5.290088829999999714e-02,1.035478960000000015e+01,9.241596480000000002e-02,1.035400279999999995e+01,2.617991009999999785e-01,2.762527229999999889e+00,8.802621080000000387e-04,3.476812359999999907e-02,1.101665549999999993e-01,9.934217360000000552e-01
3.994400000000000034e-02,3.399692040000000248e-01,3.815702799999999839e-01,3.075701719999999750e-01,3.815714359999999861e-01,1.303690720000000025e-01,1.919197450000000060e+01,8.833260580000000528e-02,7.606355249999999790e-01,1.965867000000000031e-01,2.074010939999999970e+00,9.962200280000000231e-04,3.032668690000000014e-02
2.786599999999999841e-02,2.305605930000000081e-01,4.807542129999999858e-01,5.268896480000000437e-01,4.807638949999999967e-01,1.243467550000000033e-01,3.953067200000000270e+01,1.246168939999999902e-03,2.621818030000000119e-02,7.204525550000000222e-02,5.924955929999999871e-01,1.530757769999999962e-01,1.591276710000000039e+00
2.183600000000000124e-02,4.083717709999999945e-01,5.882286270000000039e-01,4.544188579999999811e-01,5.882886550000000492e-01,1.445649230000000118e-01,1.212460130000000049e+02,5.915313950000000015e-02,4.639635400000000076e-01,1.240037179999999989e-01,1.234130249999999984e+00,1.649860369999999994e-03,2.058692170000000002e-02
6.413599999999999857e-02,1.364716619999999936e-01,4.999653009999999870e-02,7.706778650000000175e-01,8.818996639999999720e-01,1.568620139999999941e-01,1.617685790000000168e+01,9.968215129999999924e-01,2.001326099999999997e+01,3.803046699999999891e+00,2.605162540000000027e-01,1.276850890000000016e-01,6.995593289999999520e-01
5.130300000000000138e-02,3.043841210000000075e-01,8.420143770000000638e-02,7.562705629999999513e-01,1.640655980000000014e+00,1.011648089999999944e-01,2.971429750000000070e+01,3.452034030000000059e-02,2.165960939999999890e-01,9.717513269999999981e-01,1.212368520000000061e+01,1.205930119999999994e-01,5.608658380000000054e-01
4.952899999999999664e-02,7.774194239999999700e-01,2.710582270000000182e+00,5.783120359999999877e-02,7.175320979999999338e+01,4.263864989999999744e-01,9.133315549999999894e-02,1.134072200000000030e-01,4.488674509999999729e-01,7.901140349999999923e-01,8.663667179999999135e+00,3.232934960000000135e-02,1.785034630000000011e-01
7.166699999999999460e-02,1.065438920000000067e+00,1.041184550000000097e+00,1.201436909999999969e-01,6.871133679999999799e+01,1.809152629999999928e-01,8.875339259999999453e-02,1.120656199999999991e+00,3.700626189999999927e+00,3.054528160000000159e-02,2.140978970000000092e-01,1.599635020000000019e+00,9.990966379999999702e+00
4.767300000000000010e-02,1.052844469999999921e+00,1.319625899999999907e+00,2.994402840000000010e-01,1.284605199999999947e-01,1.174607480000000037e-01,1.021901629999999983e+02,9.606434520000000088e-01,2.874775549999999846e+00,2.635557479999999994e-02,1.820768439999999877e-01,1.380593299999999912e+00,7.491655259999999927e+00
3.348199999999999787e-02,1.016469159999999983e+00,1.691819650000000008e+00,4.417667479999999869e-01,1.741802879999999887e-01,1.215038630000000036e-01,1.670110909999999933e+02,8.279666700000000157e-01,2.303428100000000089e+00,2.330225329999999900e-02,1.569541499999999867e-01,1.183028460000000059e+00,5.857828910000000278e+00
2.061860000000000082e-01,9.442211160000000270e-01,2.400523740000000128e-01,4.373220489999999905e-01,9.305104390000000336e+00,2.545479259999999799e-01,9.304863459999999975e+00,5.477633230000000103e-02,1.686556879999999981e-01,8.000874879999999578e-01,2.978497739999999894e+00,1.074886409999999994e-02,6.842406460000000079e-02
2.639040000000000274e-01,1.069832880000000097e+00,2.877910220000000074e-01,4.246317860000000111e-01,1.241569570000000056e+01,2.438979490000000028e-01,1.241588679999999911e+01,4.794462959999999663e-02,1.369797959999999870e-01,7.649589519999999698e-01,2.439407290000000117e+00,8.231284309999999799e-03,5.272587489999999710e-02
1.618999999999999884e-01,6.927178649999999882e-01,7.108499899999999982e+00,9.651610849999999742e-01,3.575329010000000141e-01,1.484665880000000104e-01,3.937632750000000237e-02,2.646450269999999980e-02,1.035913210000000001e-01,1.808837679999999892e+00,3.228451989999999938e+01,5.439000179999999851e-01,1.677913739999999931e+00
8.520899999999999308e-02,3.669028710000000193e-01,6.142741289999999882e-02,8.663789990000000385e-01,5.708817269999999500e-01,6.672033000000000547e-01,7.829656390000000243e+00,4.877436359999999804e-01,1.325313179999999980e+00,1.824063140000000027e+00,2.100560319999999948e+01,2.202484529999999829e-02,9.118534500000000098e-02
5.235200000000000270e-02,3.788717770000000207e-01,6.989101620000000292e-02,9.000225050000000282e-01,5.210615410000000169e-01,7.152889140000000534e-01,7.877079199999999837e+00,1.886409730000000035e-02,8.175127079999999768e-02,4.079459489999999744e-01,1.111413879999999965e+00,1.617865399999999898e+00,1.808407589999999843e+01
